city,review_count,name,neighbourhood,type,business_id,full_address,state,longitude,stars,latitude,open,categories
Scottsdale,77,Ling & Louie's Asian Bar and Grill,[],business,gI4jThFNwy73SzaNvi-1dw,"9397 E Shea Blvd Ste 125 Scottsdale, AZ 85260",AZ,-111.879218,3.5,33.581511,TRUE,"[u'Asian Fusion', u'Chinese', u'Restaurants']"
Scottsdale,4,Papa John's Pizza,[],business,#NAME?,"2009 N Scottsdale Rd Scottsdale, AZ 85257",AZ,-111.9265062,3.5,33.4727577,TRUE,"[u'Fast Food', u'Pizza', u'Restaurants']"
Goodyear,3,E's Grill Estrella,[],business,xaAUyMQRx9N8t5lNhDjIjg,"17750 W Elliot Rd Goodyear, AZ 85338",AZ,-112.4462832,3.5,33.352691,FALSE,"[u'American (New)', u'Restaurants']"
Chandler,3,Peter Piper Pizza,[],business,sO6vhioTgdGBYQ-rgiEOZQ,"Chandler & Dobson Chandler, AZ 85224",AZ,-111.8767,5,33.3223,TRUE,"[u'Pizza', u'Restaurants']"
Mesa,48,Rosa's Mexican Grill,[],business,OVFcGSh4Wu-ss8Iq_fIC-Q,"328 E University Dr Mesa, AZ 85201",AZ,-111.8234151,4,33.4223528,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,34,The Notorious PIG,[],business,iung9K8cFAPLdA9k2DUoxA,"21001 N Tatum Blvd Ste 34-1110 Phoenix, AZ 85050",AZ,-111.9746066,2,33.678615,FALSE,"[u'Barbeque', u'Restaurants']"
Scottsdale,28,Which Wich,[],business,dYZ9YiA1JYlFoul-yorXSQ,"15033 N Thompson Peak Pkwy Ste D105 Scottsdale, AZ 85260",AZ,-111.8737901,4.5,33.6227281,TRUE,"[u'Sandwiches', u'Restaurants']"
Tempe,51,Buffalo Wild Wings,[],business,zj2Olhf6zQGvm3DtCaEXew,"705 S. Rural Road Suite 101 Tempe, AZ 85281",AZ,-111.9262026,3,33.4230344,TRUE,"[u'American (Traditional)', u'Restaurants']"
Tempe,25,Horse & Hound Sports Grill,[],business,GPAg6fpHEiYNDbd_QWTc8g,"1320 E Broadway Rd Tempe, AZ 85282",AZ,-111.9169676,3.5,33.4075588,FALSE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Glendale,81,Saddle Ranch Chop House,[],business,C_eWAEOvkHZ_IZYGwjtpmg,"9375 W Coyotes Blvd Glendale, AZ 85305",AZ,-112.2581306,3.5,33.5331251,TRUE,"[u'Bars', u'Steakhouses', u'Nightlife', u'Restaurants']"
Phoenix,3,Kentucky Fried Chicken,[],business,lgWe8lSmcBk4Pq0kVI9-0A,"2436 E Indian School Road Phoenix, AZ 85016",AZ,-112.02898,2,33.495245,TRUE,[u'Restaurants']
Tempe,52,Fat Tuesday,[],business,#NAME?,"680 S Mill Ave Tempe, AZ 85281",AZ,-111.9401874,3,33.4240085,TRUE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Scottsdale,7,Denny's Restaurant,[],business,zblaXjzHKgT0yLZpf4bg_w,"7605 E McDowell Road Scottsdale, AZ 85257",AZ,-111.9172324,2.5,33.4654367,TRUE,"[u'Diners', u'Restaurants']"
Sun City,8,Dominic's Bistro Italiano,[],business,G1_uulnhkAUBsaMAlJFc_g,"10001 W Bell Rd Sun City, AZ 85351",AZ,-112.275823,3.5,33.637239,TRUE,"[u'Restaurants', u'Italian']"
Tempe,137,In-N-Out Burger,[],business,1OA1jo0GlK9sf68f00w8ZQ,"920 E Playa Del Norte Tempe, AZ 85281",AZ,-111.9248982,4,33.4352894,TRUE,"[u'Burgers', u'Fast Food', u'Restaurants']"
Glendale,7,Flying Skillet Cafe,[],business,7s8MCAzcaxFTIhfAmGeqfQ,"6801 N Glen Harbor Blvd Ste 102 Glendale, AZ 85307",AZ,-112.294258,3.5,33.531374,FALSE,"[u'Breakfast & Brunch', u'Restaurants']"
Scottsdale,12,Einstein Bros Bagels,[],business,svUuarGBHtVcBFst3UoHkQ,"6204 N Scottsdale Rd Ste 101 Scottsdale, AZ 85253",AZ,-111.9258624,3.5,33.5278493,TRUE,"[u'Food', u'Bagels', u'Sandwiches', u'Restaurants']"
Anthem,4,Del Taco Anthem,[],business,i8DkHnUxJwPBd7e50FHUpw,"4115 W Anthem Way Anthem, AZ 85086",AZ,-112.148602,3.5,33.8705209,TRUE,"[u'Mexican', u'Restaurants']"
Anthem,3,Pizza Hut,[],business,Vh_xXB42CYfhEdelpDb1Ow,"3632 W Anthem Way Anthem, AZ 85086",AZ,-112.1366416,2.5,33.8659752,TRUE,[u'Restaurants']
Chandler,18,Tom's BBQ,[],business,VA6NKO6t1nfNzoVHXhh2xw,"4920 S Gilbert Rd Chandler, AZ 85249",AZ,-111.789788,3,33.2359121,TRUE,"[u'Barbeque', u'Restaurants']"
Chandler,16,Outback Steakhouse,[],business,LuTLXVyJvgshMlXTBw-Now,"2520 W. Chandler Blvd. Chandler, AZ 85224",AZ,-111.885848,3.5,33.306393,TRUE,"[u'Steakhouses', u'Restaurants']"
Scottsdale,63,The Capital Grille,[],business,wqIB7hUTQnCswJV4UyYyEQ,"16489 N Scottsdale Rd Scottsdale, AZ 85254",AZ,-111.922456,3.5,33.636322,TRUE,"[u'Steakhouses', u'Restaurants']"
Phoenix,192,Yasu Sushi Bistro,[],business,KBG28p3lGX17hOPoHhq5PQ,"4316 E Cactus Rd Phoenix, AZ 85032",AZ,-111.9872563,4,33.5997262,TRUE,"[u'Sushi Bars', u'Restaurants']"
Tempe,3,Burger King,[],business,tfxveeZkRB1N5o23jLrSxg,"1220 W Elliot Rd Tempe, AZ 85284",AZ,-111.9579644,1,33.3492045,TRUE,"[u'Burgers', u'Fast Food', u'Restaurants']"
Mesa,6,Big City BBQ,[],business,tHw376pyGkJp1-fvW12oZA,"1425 S Alma School Rd Ste 105 Mesa, AZ 85210",AZ,-111.8570426,3.5,33.3872347,FALSE,"[u'Barbeque', u'Restaurants']"
Scottsdale,22,Olive Garden Italian Restaurant ,[],business,9wWLF9R90BCWr6lCnj5WzQ,"4868 E Cactus Rd Scottsdale, AZ 85254",AZ,-111.9766606,2.5,33.597561,TRUE,"[u'Restaurants', u'Italian']"
Scottsdale,156,NoRTH,[],business,LfKPiwth-lGmCKTxlDoV9g,"15024 N Scottsdale Rd Ste 160 Scottsdale, AZ 85254",AZ,-111.9257312,4,33.6247911,TRUE,"[u'Restaurants', u'Italian']"
Goodyear,8,Tropical Smoothie Cafe,[],business,L70XE-I7lfi9tJBlpqkoRw,"13375 West Mcdowell Rd Goodyear, AZ 85395",AZ,-112.347038,4.5,33.463629,TRUE,"[u'Food', u'Juice Bars & Smoothies', u'Cafes', u'Restaurants']"
Tempe,6,Wendy's Old Fashioned Hamburgers,[],business,p06uRJ0HO4k9FXabVX45Pg,"1405 W Baseline Road Tempe, AZ 85283",AZ,-111.9609788,2.5,33.3780956,TRUE,[u'Restaurants']
Phoenix,5,Port of Subs,[],business,-98noPZy1sH6NndWmdtuDw,"21001 North Tatum Blvd Phoenix, AZ 85073",AZ,-112.0739,2.5,33.4499,TRUE,"[u'Sandwiches', u'Restaurants']"
Tempe,28,The Siamese Cat,[],business,0hYTkJtgQGu-ysCZnmFZDQ,"5034 S Price Rd Tempe, AZ 85282",AZ,-111.8934231,4,33.3795165,TRUE,"[u'Thai', u'Restaurants']"
Chandler,83,Takamatsu Of Chandler,[],business,Lvf3N3cfLAmOc5y8Eg8KDg,"3002 N Arizona Ave Chandler, AZ 85225",AZ,-111.84303,4,33.351089,TRUE,"[u'Korean', u'Sushi Bars', u'Restaurants']"
Mesa,15,Old Country Buffet,[],business,9ocGgALmbzTZWOS7f7SYcA,"1855 S Stapley Dr Mesa, AZ 85204",AZ,-111.806864,3,33.380894,TRUE,"[u'Breakfast & Brunch', u'American (New)', u'Buffets', u'Restaurants']"
Surprise,19,Jimmy John's,[],business,6Tfcr1Hp9eGYFcIpSsCVow,"14155 W Bell Rd Surprise, AZ 85374",AZ,-112.3658981,3.5,33.63855743,TRUE,"[u'Food', u'Food Delivery Services', u'Delis', u'Sandwiches', u'Restaurants']"
Phoenix,6,Pancho Taqueria,[],business,v3_CQRKezq3JdX-xxWambA,"6710 W Indian School Rd Phoenix, AZ 85033",AZ,-112.2046069,4,33.4948433,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,43,Jade Palace,[],business,stH6XAn2Drzol1H5oGvL2A,"23623 N Scottsdale Rd Scottsdale, AZ 85255",AZ,-111.9252984,4,33.7019056,TRUE,"[u'Chinese', u'Restaurants']"
Mesa,67,Saketini Japanese Sushi Bar and Lounge,[],business,nXKwzVKJCtIGd4HxXgjdnQ,"1120 S Dobson Rd Mesa, AZ 85202",AZ,-111.874864,3.5,33.3943472,TRUE,"[u'Sushi Bars', u'Restaurants']"
Glendale,12,Old Country Buffet,[],business,QyDYXJRz3b4f80qsMgpPFQ,"17125 N 79th Ave Glendale, AZ 85308",AZ,-112.2289957,4,33.6396854,TRUE,"[u'Buffets', u'Restaurants']"
Casa Grande,6,Vaqueros Carne Asada,[],business,VXg0O0vuuOgNTqTGp9j7gg,"3860 N Pinal Ave Casa Grande, AZ 85222",AZ,-111.7566559,4.5,32.9533541,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,3,Golden Nugget Chinese Buffet,[],business,RcufSDfRpeaxLm875axrDQ,"4955 W Indian School Rd Phoenix, AZ 85031",AZ,-112.166939,3,33.494559,TRUE,"[u'Chinese', u'Restaurants']"
Scottsdale,147,Salt Cellar,[],business,o1GIYYZJjM6nM03fQs_uEQ,"550 N Hayden Rd Scottsdale, AZ 85257",AZ,-111.9094198,3.5,33.4542695,TRUE,"[u'Seafood', u'Restaurants']"
Phoenix,31,Red Robin Gourmet Burgers,[],business,0RqNRc6RiILzZxK9J8Kqug,"2501 W Happy Valley Rd Phoenix, AZ 85085",AZ,-112.1142778,3.5,33.7110102,TRUE,"[u'Burgers', u'Restaurants']"
Tempe,31,Red Devil Italian Restaurant & Pizzeria,[],business,_w2wIsBh-1M1ZCed2KjLlw,"208 W Southern Ave Tempe, AZ 85282",AZ,-111.9426162,3,33.3928296,TRUE,"[u'Restaurants', u'Pizza', u'Italian']"
Phoenix,145,Pita Jungle,[],business,wl51t6lT7leiX64SlkOx6g,"20910 N. Tatum Blvd. Suite 140 Phoenix, AZ 85050",AZ,-111.9776027,4,33.6749989,TRUE,"[u'Vegetarian', u'American (New)', u'Mediterranean', u'Restaurants']"
Scottsdale,17,Sabuddy Israeli,[],business,Ap6gsHZAT_ALSmBg2Zut3Q,"6949 E Shea Blvd Scottsdale, AZ 85254",AZ,-111.931282,4,33.581569,FALSE,"[u'Greek', u'Vegetarian', u'Mediterranean', u'Middle Eastern', u'Restaurants']"
Phoenix,81,Eden's Grill Inn,[],business,nRO4tRwimU12hg7Cnz__iA,"13843 N Tatum Blvd Ste 29 Phoenix, AZ 85032",AZ,-111.9778065,4.5,33.6128816,TRUE,"[u'Greek', u'Mediterranean', u'Restaurants']"
Phoenix,3,Wendy's ,[],business,O8VZStQqbwvHb8aayyTIWg,"20242 N 27th Avenue Phoenix, AZ 85027",AZ,-112.117988,2,33.671419,TRUE,"[u'Fast Food', u'Restaurants']"
Phoenix,21,Tara Thai,[],business,v23YpYZlCpy3fFZsOK8ShQ,"245 E Bell Rd Ste 9 Phoenix, AZ 85023",AZ,-112.071469,4,33.639472,FALSE,"[u'Thai', u'Buffets', u'Restaurants']"
Phoenix,27,Linda's On Osborn,[],business,NVqLUZ7Vb9B_0RJm_BS64g,"2333 E Osborn Rd Phoenix, AZ 85016",AZ,-112.030849,3.5,33.487276,TRUE,"[u'Diners', u'Restaurants']"
Peoria,14,Culver's,[],business,_yW2zLQAmqhj2m7rBbpFPw,"8271 W Ludlow Dr Peoria, AZ 85381",AZ,-112.236825,4,33.611403,TRUE,"[u'Burgers', u'Restaurants']"
Scottsdale,93,El Hefe,[],business,qiFTZ7aJz-FXt1wz8YigAA,"4425 N Saddlebag Trl Scottsdale, AZ 85251",AZ,-111.921935,3.5,33.50123,TRUE,"[u'Nightlife', u'Bars', u'Mexican', u'Sports Bars', u'Restaurants']"
Phoenix,28,Z Pizza,[],business,Vb9FPCEL6Ly24PNxLBaAFw,"13637 N Tatum Blvd Phoenix, AZ 85073",AZ,-111.9768512,4,33.6101518,FALSE,"[u'Pizza', u'Restaurants']"
Gilbert,17,NYPD Pizza,[],business,EXSivnM_kjqL29uwJt1owg,"211 E Warner Rd Ste 101 Gilbert, AZ 85296",AZ,-111.785202,3.5,33.335064,FALSE,"[u'Pizza', u'Restaurants']"
Phoenix,65,The Keg Steakhouse & Bar,[],business,-3xbryp44xhpN4BohxXDdQ,"21001 N Tatum Blvd Phoenix, AZ 85050",AZ,-111.9746066,3.5,33.678615,TRUE,"[u'Bars', u'Steakhouses', u'Nightlife', u'Restaurants']"
Glendale,3,El Pollo Loco #2,[],business,5lYd_fpm7ug7_Xzu7RloPQ,"4325 W Bethany Home Rd Glendale, AZ 85301",AZ,-112.1525613,1.5,33.5237088,TRUE,"[u'Mexican', u'Restaurants']"
Avondale,52,India Garden,[],business,Ew6YfU0XcFGM-S4zncZ5Dg,"1809 N Dysart Rd Ste C106 Avondale, AZ 85392",AZ,-112.3408385,4,33.4667074,TRUE,"[u'Indian', u'Buffets', u'Restaurants']"
Peoria,3,Arizona BBQ Restaurant,[],business,lvs-_6i0mjahtOvOvmhNKg,"16140 N Arrowhead Fountains Center Dr Peoria, AZ 85382",AZ,-112.2365779,2.5,33.6341548,FALSE,"[u'Barbeque', u'Restaurants']"
Phoenix,10,King Solomon's Pizza,[],business,lHKS896yFkmAuWyFnbNP3A,"4810 N 7th St Phoenix, AZ 85014",AZ,-112.0650259,4.5,33.5075701,TRUE,"[u'Pizza', u'Restaurants']"
Glendale,13,Erawan Restaurant,[],business,FHywRwdeksNsE8mGZU4PNg,"15615 N 59th Ave Glendale, AZ 85306",AZ,-112.1856838,2.5,33.6274511,TRUE,"[u'Thai', u'Restaurants']"
Phoenix,24,Hsin Cafe,[],business,3D8thbL2D2c3qTMeYROAOQ,"120 E Taylor St Ste 150 Phoenix, AZ 85004",AZ,-112.0722782,3.5,33.4535069,TRUE,"[u'Chinese', u'Restaurants']"
Phoenix,8,Palermos Pizza,[],business,jyTPJVoN3a9bXoq-HHB9oQ,"2620 S 83rd Avenue Phoenix, AZ 85043",AZ,-112.239795,3.5,33.424939,TRUE,"[u'Pizza', u'Restaurants']"
Tempe,171,Republic Ramen + Noodles,[],business,j7XuypdW_w935NhjbvKPQw,"1301 E University Dr Tempe, AZ 85281",AZ,-111.916969,3.5,33.421303,TRUE,"[u'Soup', u'Japanese', u'Restaurants']"
Phoenix,118,The Duce,[],business,OdD1GuGNQ64ssJmMJ_D9RQ,"525 S Central Ave Phoenix, AZ 85004",AZ,-112.0736563,3.5,33.4423345,TRUE,"[u'Bars', u'Nightlife', u'Lounges', u'Restaurants']"
Gilbert,11,Yogis Grill,[],business,zjBoVPJi27Ntm5neRuHGvg,"70 S Val Vista Dr Gilbert, AZ 85296",AZ,-111.7573285,4,33.34943149,TRUE,"[u'Japanese', u'Restaurants']"
Phoenix,229,The Grind,[],business,r-a-Cn9hxdEnYTtVTB5bMQ,"3961 E Camelback Rd Phoenix, AZ 85018",AZ,-111.9957399,3.5,33.5097768,TRUE,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
Chandler,6,Yogis Grill,[],business,6kQlOVkE6pZVHk-TIO_SGw,"4015 S Arizona Ave Ste 5 Chandler, AZ 85248",AZ,-111.8408222,3,33.2467072,TRUE,"[u'Japanese', u'Restaurants']"
Phoenix,13,Blue Burrito Grille,[],business,cnhUYYiRM0rAKVSZezlEVQ,"Sky Harbor Airport Terminal 4 Phoenix, AZ 85073",AZ,-112.0739,2.5,33.4499,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,21,Armando's Mexican Food,[],business,JobP0ghILdh8S8l-LhHHxQ,"3955 E Thomas Rd Phoenix, AZ 85018",AZ,-111.9967688,3,33.4804266,TRUE,"[u'Mexican', u'Restaurants']"
Chandler,109,Chodang,[],business,_CG5zJAoNN6gszjhSyUcww,"501 N Arizona Ave Chandler, AZ 85225",AZ,-111.8412173,4,33.3117903,TRUE,"[u'Korean', u'Restaurants']"
Mesa,9,Cafe Laguna,[],business,sRhfzx8P_VAdmofWMSPD3A,"2235 S Power Rd Ste 120 Mesa, AZ 85209",AZ,-111.687177,4,33.375057,FALSE,"[u'American (New)', u'Restaurants']"
Tempe,6,Moe's Southwest Grill,[],business,LEWwr5Qu2NKKv4t2BvtA6A,"1158 W Washington St Tempe, AZ 85281",AZ,-111.955643,3,33.442375,FALSE,[u'Restaurants']
Chandler,13,Applebee's Neighborhood Grill & Bar,[],business,U_aP0IJdn36wYwpiCtQCag,"1245 W Chandler Boulevard Chandler, AZ 85224",AZ,-111.863217,2.5,33.305436,TRUE,"[u'American (Traditional)', u'Restaurants']"
Phoenix,135,Bertha's Café,[],business,mQfT3JYu18HN22DVylcE7A,"3134 E Indian School Rd Phoenix, AZ 85018",AZ,-112.0142961,4.5,33.4952045,TRUE,"[u'Bakeries', u'Food', u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']"
Phoenix,3,Brickyard Sports Bar and Grill,[],business,1hcGT6I1vAIH_pZuyud0HQ,"20235 N Cave Creek Rd Ste 111 Phoenix, AZ 85024",AZ,-112.030859,2,33.6698624,TRUE,"[u'American (New)', u'Restaurants']"
Phoenix,7,101 Bistro,[],business,6xDQaprsX-GMl6umXeILPw,"101 N 1st Ave Phoenix, AZ 85003",AZ,-112.074714,3.5,33.449799,FALSE,"[u'Greek', u'American (New)', u'Mediterranean', u'Restaurants']"
Phoenix,4,Jerry Tucci's Brick Oven Pizzeria,[],business,M4KIUu3-lAvD1xeWue7_OA,"4602 E Cactus Rd Phoenix, AZ 85032",AZ,-111.9815304,3,33.5991348,FALSE,"[u'Event Planning & Services', u'Restaurants', u'Caterers', u'Pizza', u'Italian']"
Mesa,4,Sonic Drive-In,[],business,GoEHXcq_nY4jZOx3Ay5gxw,"2935 S Dobson Rd Mesa, AZ 85202",AZ,-111.8764431,1.5,33.3612015,TRUE,"[u'American (Traditional)', u'Fast Food', u'Restaurants']"
Phoenix,86,1130 The Restaurant,[],business,supigcPNO9IKo6olaTNV-g,"455 N 3rd St Ste 1130 Phoenix, AZ 85004",AZ,-112.0693177,3,33.4527955,TRUE,"[u'American (Traditional)', u'American (New)', u'Restaurants']"
Phoenix,101,Thai Lahna Restaurant,[],business,wct7rZKyZqZftzmAU-vhWQ,"3738 E Indian School Rd Phoenix, AZ 85018",AZ,-112.0010198,3.5,33.4951558,TRUE,"[u'Thai', u'Restaurants']"
Tempe,83,Yucca Tap Room,[],business,q9_N4b26UhGAYicjueUinQ,"29 W Southern Ave Tempe, AZ 85282",AZ,-111.940498,4,33.392617,TRUE,"[u'Arts & Entertainment', u'Music Venues', u'Bars', u'Dive Bars', u'Nightlife', u'American (New)', u'Restaurants']"
Gilbert,3,Sonic of Gilbert #1,[],business,g38ugtf1IpXPApgA690baw,"987 N Gilbert Road Gilbert, AZ 85234",AZ,-111.790022,1.5,33.3681003,TRUE,[u'Restaurants']
Phoenix,7,Pho Old Saigon Vietnamese Cuisine,[],business,ggBkO170QkYZAezFGMKYjQ,"4141 N 35th Ave Ste 11 & 12 Phoenix, AZ 85017",AZ,-112.0077189,3.5,33.5812164,TRUE,"[u'Vietnamese', u'Restaurants']"
Glendale,4,Julie's Chicken & Waffles,[],business,woufWmf_lblNydPlBUcpoA,"7941 W Glendale Ave Glendale, AZ 85303",AZ,-112.2308822,3,33.5375425,TRUE,"[u'Chicken Wings', u'Restaurants']"
Peoria,50,Texas Roadhouse,[],business,NA3tQYxR6Fq5O8nV6u41Tw,"16079 N Arrowhead Fountains Center Dr Peoria, AZ 85382",AZ,-112.2375029,3.5,33.6322642,TRUE,"[u'Steakhouses', u'Restaurants']"
Gilbert,8,Wokee Express,[],business,ETg80zdzuBm7gBfW3UoMIw,"745 N Gilbert Rd Ste 112 Gilbert, AZ 85234",AZ,-111.7897157,3.5,33.362894,TRUE,"[u'Chinese', u'Restaurants']"
Chandler,33,Mucho Taco,[],business,qgJZUKNVY-LbGKk6XEP3JA,"914 N Alma School Rd Chandler, AZ 85224",AZ,-111.8591805,4,33.3196157,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,130,Mamma Mia Subs & Brick Oven Pizza,[],business,k8JnZBspVOI8kLcQek-Chw,"3937 E Indian School Rd Phoenix, AZ 85018",AZ,-111.9958183,4,33.4950535,TRUE,"[u'Restaurants', u'Pizza', u'Italian']"
Florence,5,Chens Chinese Bistro,[],business,VfzUmXIgowYKutptfwR7Aw,"3281 N Hunt Hwy Florence, AZ 85132",AZ,-111.485528,4.5,33.061657,TRUE,"[u'Chinese', u'Restaurants']"
Phoenix,4,Court House Cafe,[],business,9s4xL0qiZ93BLz5XTNWxXQ,"111 W Monroe St Ste 300 Phoenix, AZ 85003",AZ,-112.075677,4,33.450047,TRUE,"[u'Sandwiches', u'Restaurants']"
Chandler,25,Szechwan Garden,[],business,SzCMZ664veIZpYp4Tk84Hg,"5055 W Ray Rd Ste 1 Chandler, AZ 85226",AZ,-111.929326,3.5,33.319374,TRUE,"[u'Chinese', u'Restaurants']"
Tempe,83,Claim Jumper,[],business,c8XlQvVNwKhH9BOHEObtNQ,"1530 W Baseline Rd Tempe, AZ 85281",AZ,-111.964813,3.5,33.378926,TRUE,"[u'American (Traditional)', u'Restaurants']"
Phoenix,85,CK's Tavern & Grill,[],business,xmjv8g356v8Qo55ICjG8rg,"4142 E Chandler Blvd Phoenix, AZ 85048",AZ,-111.993252,4,33.305759,TRUE,"[u'American (Traditional)', u'Restaurants']"
Phoenix,74,Italian Restaurant,[],business,BPi1Q5wX0_o5VlO_XRyYuQ,"4743 N 20th St Phoenix, AZ 85016",AZ,-112.0366323,3.5,33.507425,TRUE,"[u'Restaurants', u'Italian']"
Scottsdale,44,Picazzo's Organic Italian Kitchen,[],business,Jbv39pK_ConiOlS3Rba05g,"7325 E Frank Lloyd Wright Blvd Scottsdale, AZ 85260",AZ,-111.9222616,3,33.6369667,TRUE,"[u'Italian', u'Pizza', u'Gluten-Free', u'Restaurants']"
Phoenix,39,Tommy V's Osteria and Pizzeria,[],business,0AZiq_OMKs3I9lTmwd5PSg,"3223 E Camelback Rd Phoenix, AZ 85018",AZ,-112.0124898,3.5,33.5096719,TRUE,"[u'Restaurants', u'Italian']"
Tempe,143,Khai Hoan Restaurant,[],business,MAfc2V_EVtyR9rMxxEAPLg,"1537 E Apache Blvd Tempe, AZ 85281",AZ,-111.913402,4,33.4146742,TRUE,"[u'Vietnamese', u'Restaurants']"
Phoenix,53,Florencia Pizza Bistro,[],business,dG7KLQ1a584wI5jSADIPIg,"3646 E Ray Rd Ste 20 Phoenix, AZ 85044",AZ,-112.004102,4,33.316873,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,9,Golden China,[],business,yCQ2KC8OETCyQDCRw7mXrg,"10720 W Indian School Rd Phoenix, AZ 85037",AZ,-112.2920313,3.5,33.493973,TRUE,"[u'Chinese', u'Restaurants']"
Scottsdale,185,Hiro Sushi,[],business,DxUn-ukNL27GOuwjnFGFKA,"9393 N 90th St Ste 116 Scottsdale, AZ 85258",AZ,-111.886606,4.5,33.5705669,TRUE,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Surprise,3,My Favorite Martin's Restaurant,[],business,iz7CE0-jUgo3UU6DJbpv-Q,"17300 N Sun Village Pkwy Surprise, AZ 85374",AZ,-112.3681609,3,33.638847,TRUE,"[u'Mexican', u'Restaurants']"
Glendale,127,Mike and Ronda's The Place,[],business,pa6K7DGByxBXxcVJ59nWMw,"5171 W Bell Rd Glendale, AZ 85308",AZ,-112.1709674,4,33.6387746,TRUE,"[u'American (Traditional)', u'Diners', u'Restaurants']"
Phoenix,10,Baja Fresh Mexican Grill,[],business,3msnZ6oe0sslHsE1js1QUA,"430 E Bell Rd Phoenix, AZ 85022",AZ,-112.0680883,3.5,33.64100229,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,30,Sticklers,[],business,xWKtOLuIOVGZprcpGiqpQA,"30 N 3rd Ave Phoenix, AZ 85003",AZ,-112.0776917,4,33.4485585,TRUE,"[u'Sandwiches', u'Restaurants']"
Gold Canyon,8,Rosati's Pizza,[],business,NFICjOJG4AP1NQZHkW4AxQ,"6974 E US Hwy 60 Gold Canyon, AZ 85118",AZ,-111.47115,2,33.36136,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,11,CiCi's Pizza,[],business,IuYs9ys6bwhK-s2_sUKsbQ,"2270 N 75th Ave Phoenix, AZ 85035",AZ,-112.2208449,3.5,33.4725826,TRUE,"[u'Pizza', u'Restaurants']"
Gilbert,20,Rio Rico,[],business,W1JyjDzetDVPpnXdpr-l7w,"747 N Val Vista Dr # 110 Gilbert, AZ 85233",AZ,-111.8036,4,33.3518,TRUE,"[u'Mexican', u'Restaurants']"
Mesa,31,Salty Señorita,[],business,Yiw1ml0XVBDIQBTLXHNGmQ,"1860 S Stapley Dr Mesa, AZ 85209",AZ,-111.8069973,2.5,33.3809022,FALSE,"[u'Mexican', u'Restaurants']"
Tempe,5,Harry's Lounge Tempe Mission Palm's Hotel,[],business,w9KHEhv4NzomT7n46ke-jA,"60 E 5th St Ste 101 Tempe, AZ 85281",AZ,-111.938989,3,33.4258229,TRUE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Lounges', u'Restaurants']"
Phoenix,12,Pho Loc,[],business,PEOP7kZ1E4BJx3YzLMrmpA,"8115 N 19th Ave Ste 101-A Phoenix, AZ 85021",AZ,-112.09925,3.5,33.555296,FALSE,"[u'Vietnamese', u'Restaurants']"
Chandler,40,Turkish Kitchen,[],business,fHGb1TiZbYAFxxwADhIYQw,"393 W Warner Rd Ste 103 Chandler, AZ 85225",AZ,-111.8463705,4.5,33.3344463,FALSE,"[u'Turkish', u'Halal', u'Restaurants']"
Tempe,34,Pier 54,[],business,oY71G_AaKlF4Il-gt4L2OQ,"5394 S Lakeshore Dr Tempe, AZ 85283",AZ,-111.9193401,3.5,33.3742118,TRUE,"[u'American (New)', u'Restaurants']"
Phoenix,6,Lim's Chinese Restaurant,[],business,C0Oax-LBEFf0mmPSugymEQ,"7532 W Indian School Rd Phoenix, AZ 85033",AZ,-112.2219843,4,33.4948327,TRUE,"[u'Chinese', u'Restaurants']"
Scottsdale,55,P.F. Chang's China Bistro,[],business,UtUXhKh7vOVvWJF48IzJvQ,"7132 E Greenway Pkwy. Kierland Commons Scottsdale, AZ 85254",AZ,-111.9262049,3.5,33.62346041,TRUE,"[u'Gluten-Free', u'Asian Fusion', u'Chinese', u'Restaurants']"
Phoenix,171,District American Kitchen and Wine Bar,[],business,9ziO3NpoNTKHvIKCBFB_fQ,"320 N 3rd St Phoenix, AZ 85004",AZ,-112.0701057,3.5,33.4514309,TRUE,"[u'American (New)', u'Restaurants']"
Phoenix,3,24th Street Pizza & Gyros,[],business,yVqOKuUTsHTFbLe0YbJvLw,"3405 N 24th St. Phoenix, AZ 85016",AZ,-112.030173,1.5,33.4873859,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,60,Caffe Boa Ahwatukee,[],business,dsMvINhoQbIQgSRTBv2B6g,"5063 E Elliot Rd Phoenix, AZ 85044",AZ,-111.9763848,4,33.3488977,TRUE,"[u'Seafood', u'Restaurants', u'American (New)', u'Italian']"
